Channel	Amplitude	Average	AverageError	Sigma	SigmaError	a	b	integral
1	11216.159276683313	537355.6533663797	154.368084492026	20018.95363230451	178.7078282178484	-0.008929280985004858	5972.917186517838	562827715.9957272
